4,1,0.5
4,2,0.0
4,3,0.0
4,4,4.6
4,5,0.0
4,6,0.0
4,7,0.0
4,8,0.0
4,9,0.0
4,10,0.0
4,11,0.0
4,12,0.0
4,13,0.2
4,14,0.0
4,15,0.0
4,16,4.5
4,17,0.0
4,18,0.0
4,19,0.0
4,20,0.0
4,21,0.0
4,22,0.0
4,23,16.7
4,24,0.0
4,25,0.0
4,26,0.0
4,27,0.0
4,28,0.0
4,29,0.0
4,30,7.4
5,1,6.1
5,2,0.2
5,3,1.6
5,4,0.0
5,5,0.2
5,6,0.0
5,7,0.0
5,8,0.0
5,9,7.5
5,10,17.5
5,11,0.0
5,12,0.0
5,13,0.0
5,14,11.3
5,15,11.2
5,16,10.2
5,17,1.0
5,18,9.6
5,19,12.9
5,20,0.0
5,21,0.0
5,22,28.7
5,23,0.6
5,24,0.0
5,25,0.0
5,26,0.3
5,27,0.0
5,28,0.3
5,29,0.9
5,30,0.0
5,31,19.8
6,1,0.0
6,2,0.0
6,3,0.0
6,4,0.4
6,5,0.0
6,6,4.3
6,7,1.6
6,8,1.8
6,9,10.3
6,10,0.4
6,11,10.9
6,12,6.1
6,13,40.3
6,14,0.0
6,15,0.0
6,16,0.0
6,17,0.0
6,18,0.0
6,19,0.0
6,20,0.0
6,21,0.5
6,22,1.4
6,23,0.0
6,24,0.0
6,25,0.0
6,26,0.0
6,27,0.0
6,28,0.0
6,29,0.0
6,30,0.0
7,1,0.0
7,2,0.0
7,3,2.1
7,4,0.0
7,5,19.7
7,6,13.9
7,7,0.0
7,8,0.0
7,9,0.0
7,10,0.0
7,11,0.0
7,12,0.0
7,13,0.0
7,14,2.1
7,15,11.2
7,16,0.0
7,17,2.1
7,18,0.0
7,19,0.0
7,20,7.1
7,21,1.8
7,22,0.0
7,23,0.0
7,24,0.0
7,25,0.0
7,26,0.0
7,27,0.0
7,28,1.2
7,29,0.0
7,30,0.0
7,31,0.0
8,1,0.0
8,2,0.0
8,3,0.0
8,4,0.0
8,5,0.0
8,6,0.0
8,7,0.1
8,8,16.8
8,9,29.3
8,10,1.5
8,11,0.0
8,12,0.0
8,13,10.9
8,14,16.7
8,15,0.0
8,16,0.0
8,17,6.4
8,18,0.8
8,19,0.0
8,20,0.0
8,21,0.0
8,22,0.0
8,23,13.1
8,24,24.5
8,25,3.6
8,26,0.0
8,27,0.0
8,28,0.0
8,29,17.0
8,30,0.0
8,31,6.5
9,1,10.5
9,2,0.0
9,3,0.3
9,4,0.0
9,5,0.0
9,6,28.4
9,7,0.8
9,8,0.0
9,9,0.0
9,10,0.0
9,11,0.0
9,12,1.1
9,13,13.7
9,14,3.5
9,15,0.5
9,16,0.0
9,17,0.0
9,18,1.0
9,19,0.0
9,20,0.0
9,21,5.2
9,22,0.2
9,23,26.5
9,24,15.1
9,25,0.0
9,26,0.0
9,27,0.0
9,28,0.0
9,29,0.0
9,30,24.6
10,1,14.3
10,2,0.0
10,3,0.0
10,4,0.0
10,5,0.0
10,6,0.0
10,7,0.0
10,8,0.0
10,9,0.0
10,10,0.0
10,11,0.0
10,12,0.0
